#    L    TT             EE             TE             PP             TP          
  2299   0.590690E+02   0.260511E+01  -0.539734E+01   0.434145E+05  -0.949121E+00
  2300   0.590767E+02   0.258702E+01  -0.540012E+01   0.433789E+05  -0.974382E+00
  2301   0.590844E+02   0.256880E+01  -0.540194E+01   0.433434E+05  -0.998127E+00
  2302   0.590922E+02   0.255048E+01  -0.540258E+01   0.433079E+05  -0.102041E+01
  2303   0.590985E+02   0.253206E+01  -0.540227E+01   0.432724E+05  -0.104131E+01
  2304   0.591057E+02   0.251354E+01  -0.540079E+01   0.432370E+05  -0.106090E+01
  2305   0.591115E+02   0.249493E+01  -0.539829E+01   0.432016E+05  -0.107927E+01
  2306   0.591169E+02   0.247624E+01  -0.539469E+01   0.431662E+05  -0.109649E+01
  2307   0.591219E+02   0.245748E+01  -0.539000E+01   0.431309E+05  -0.111263E+01
  2308   0.591258E+02   0.243865E+01  -0.538422E+01   0.430957E+05  -0.112779E+01
  2309   0.591286E+02   0.241975E+01  -0.537734E+01   0.430605E+05  -0.114202E+01
  2310   0.591312E+02   0.240080E+01  -0.536944E+01   0.430253E+05  -0.115542E+01
  2311   0.591328E+02   0.238180E+01  -0.536046E+01   0.429901E+05  -0.116807E+01
  2312   0.591329E+02   0.236276E+01  -0.535032E+01   0.429550E+05  -0.118003E+01
  2313   0.591321E+02   0.234369E+01  -0.533916E+01   0.429200E+05  -0.119139E+01
  2314   0.591306E+02   0.232459E+01  -0.532699E+01   0.428850E+05  -0.120223E+01
  2315   0.591277E+02   0.230547E+01  -0.531366E+01   0.428500E+05  -0.121262E+01
  2316   0.591233E+02   0.228634E+01  -0.529933E+01   0.428150E+05  -0.122264E+01
  2317   0.591177E+02   0.226720E+01  -0.528391E+01   0.427801E+05  -0.123237E+01
  2318   0.591109E+02   0.224806E+01  -0.526742E+01   0.427453E+05  -0.124189E+01
  2319   0.591021E+02   0.222893E+01  -0.524992E+01   0.427105E+05  -0.125128E+01
  2320   0.590922E+02   0.220981E+01  -0.523141E+01   0.426757E+05  -0.126062E+01
  2321   0.590805E+02   0.219070E+01  -0.521184E+01   0.426409E+05  -0.126997E+01
  2322   0.590670E+02   0.217163E+01  -0.519126E+01   0.426062E+05  -0.127943E+01
  2323   0.590526E+02   0.215259E+01  -0.516968E+01   0.425716E+05  -0.128907E+01
  2324   0.590358E+02   0.213359E+01  -0.514710E+01   0.425370E+05  -0.129896E+01
  2325   0.590175E+02   0.211464E+01  -0.512360E+01   0.425024E+05  -0.130920E+01
  2326   0.589969E+02   0.209576E+01  -0.509911E+01   0.424678E+05  -0.131984E+01
  2327   0.589749E+02   0.207694E+01  -0.507362E+01   0.424333E+05  -0.133098E+01
  2328   0.589507E+02   0.205821E+01  -0.504729E+01   0.423989E+05  -0.134269E+01
  2329   0.589252E+02   0.203955E+01  -0.502004E+01   0.423645E+05  -0.135504E+01
  2330   0.588970E+02   0.202098E+01  -0.499187E+01   0.423301E+05  -0.136813E+01
  2331   0.588669E+02   0.200251E+01  -0.496287E+01   0.422957E+05  -0.138201E+01
  2332   0.588348E+02   0.198414E+01  -0.493295E+01   0.422614E+05  -0.139678E+01
  2333   0.588010E+02   0.196587E+01  -0.490220E+01   0.422272E+05  -0.141252E+01
  2334   0.587646E+02   0.194771E+01  -0.487061E+01   0.421929E+05  -0.142929E+01
  2335   0.587258E+02   0.192967E+01  -0.483818E+01   0.421587E+05  -0.144718E+01
  2336   0.586846E+02   0.191175E+01  -0.480500E+01   0.421246E+05  -0.146626E+01
  2337   0.586418E+02   0.189397E+01  -0.477105E+01   0.420905E+05  -0.148662E+01
  2338   0.585961E+02   0.187631E+01  -0.473628E+01   0.420564E+05  -0.150833E+01
  2339   0.585481E+02   0.185880E+01  -0.470083E+01   0.420224E+05  -0.153147E+01
  2340   0.584980E+02   0.184144E+01  -0.466469E+01   0.419884E+05  -0.155612E+01
  2341   0.584450E+02   0.182423E+01  -0.462781E+01   0.419544E+05  -0.158236E+01
  2342   0.583901E+02   0.180717E+01  -0.459024E+01   0.419205E+05  -0.161026E+01
  2343   0.583324E+02   0.179029E+01  -0.455208E+01   0.418866E+05  -0.163990E+01
  2344   0.582721E+02   0.177357E+01  -0.451331E+01   0.418528E+05  -0.167137E+01
  2345   0.582093E+02   0.175704E+01  -0.447387E+01   0.418190E+05  -0.170473E+01
  2346   0.581446E+02   0.174067E+01  -0.443391E+01   0.417852E+05  -0.174007E+01
  2347   0.580768E+02   0.172448E+01  -0.439335E+01   0.417515E+05  -0.177747E+01
  2348   0.580065E+02   0.170848E+01  -0.435228E+01   0.417178E+05  -0.181700E+01
  2349   0.579332E+02   0.169268E+01  -0.431068E+01   0.416841E+05  -0.185874E+01
  2350   0.578576E+02   0.167707E+01  -0.426864E+01   0.416505E+05  -0.190278E+01
  2351   0.577798E+02   0.166166E+01  -0.422608E+01   0.416170E+05  -0.194915E+01
  2352   0.576990E+02   0.164645E+01  -0.418314E+01   0.415834E+05  -0.199778E+01
  2353   0.576154E+02   0.163146E+01  -0.413973E+01   0.415499E+05  -0.204859E+01
  2354   0.575289E+02   0.161668E+01  -0.409600E+01   0.415165E+05  -0.210145E+01
  2355   0.574404E+02   0.160212E+01  -0.405177E+01   0.414830E+05  -0.215628E+01
  2356   0.573484E+02   0.158779E+01  -0.400720E+01   0.414496E+05  -0.221298E+01
  2357   0.572543E+02   0.157370E+01  -0.396233E+01   0.414163E+05  -0.227143E+01
  2358   0.571568E+02   0.155984E+01  -0.391709E+01   0.413830E+05  -0.233154E+01
  2359   0.570574E+02   0.154621E+01  -0.387153E+01   0.413497E+05  -0.239320E+01
  2360   0.569547E+02   0.153283E+01  -0.382557E+01   0.413165E+05  -0.245632E+01
  2361   0.568493E+02   0.151969E+01  -0.377943E+01   0.412833E+05  -0.252080E+01
  2362   0.567407E+02   0.150680E+01  -0.373293E+01   0.412501E+05  -0.258653E+01
  2363   0.566295E+02   0.149416E+01  -0.368622E+01   0.412170E+05  -0.265340E+01
  2364   0.565151E+02   0.148177E+01  -0.363922E+01   0.411839E+05  -0.272133E+01
  2365   0.563983E+02   0.146964E+01  -0.359205E+01   0.411508E+05  -0.279021E+01
  2366   0.562791E+02   0.145777E+01  -0.354463E+01   0.411178E+05  -0.285993E+01
  2367   0.561560E+02   0.144615E+01  -0.349703E+01   0.410849E+05  -0.293040E+01
  2368   0.560306E+02   0.143480E+01  -0.344924E+01   0.410519E+05  -0.300152E+01
  2369   0.559029E+02   0.142372E+01  -0.340138E+01   0.410190E+05  -0.307317E+01
  2370   0.557715E+02   0.141291E+01  -0.335330E+01   0.409861E+05  -0.314527E+01
  2371   0.556379E+02   0.140237E+01  -0.330514E+01   0.409533E+05  -0.321771E+01
  2372   0.555013E+02   0.139210E+01  -0.325688E+01   0.409205E+05  -0.329038E+01
  2373   0.553626E+02   0.138210E+01  -0.320859E+01   0.408878E+05  -0.336319E+01
  2374   0.552203E+02   0.137238E+01  -0.316025E+01   0.408550E+05  -0.343604E+01
  2375   0.550760E+02   0.136293E+01  -0.311186E+01   0.408224E+05  -0.350882E+01
  2376   0.549289E+02   0.135376E+01  -0.306347E+01   0.407897E+05  -0.358143E+01
  2377   0.547782E+02   0.134487E+01  -0.301508E+01   0.407571E+05  -0.365378E+01
  2378   0.546257E+02   0.133626E+01  -0.296671E+01   0.407245E+05  -0.372575E+01
  2379   0.544705E+02   0.132792E+01  -0.291840E+01   0.406920E+05  -0.379726E+01
  2380   0.543134E+02   0.131987E+01  -0.287017E+01   0.406595E+05  -0.386819E+01
  2381   0.541529E+02   0.131208E+01  -0.282203E+01   0.406270E+05  -0.393844E+01
  2382   0.539899E+02   0.130458E+01  -0.277400E+01   0.405946E+05  -0.400792E+01
  2383   0.538244E+02   0.129735E+01  -0.272609E+01   0.405622E+05  -0.407653E+01
  2384   0.536565E+02   0.129041E+01  -0.267833E+01   0.405299E+05  -0.414415E+01
  2385   0.534868E+02   0.128373E+01  -0.263073E+01   0.404975E+05  -0.421069E+01
  2386   0.533140E+02   0.127733E+01  -0.258332E+01   0.404653E+05  -0.427605E+01
  2387   0.531388E+02   0.127120E+01  -0.253613E+01   0.404330E+05  -0.434013E+01
  2388   0.529621E+02   0.126534E+01  -0.248917E+01   0.404008E+05  -0.440283E+01
  2389   0.527830E+02   0.125976E+01  -0.244247E+01   0.403686E+05  -0.446403E+01
  2390   0.526010E+02   0.125444E+01  -0.239604E+01   0.403365E+05  -0.452365E+01
  2391   0.524175E+02   0.124939E+01  -0.234991E+01   0.403044E+05  -0.458159E+01
  2392   0.522325E+02   0.124462E+01  -0.230410E+01   0.402723E+05  -0.463773E+01
  2393   0.520447E+02   0.124010E+01  -0.225863E+01   0.402403E+05  -0.469198E+01
  2394   0.518555E+02   0.123584E+01  -0.221351E+01   0.402083E+05  -0.474423E+01
  2395   0.516642E+02   0.123184E+01  -0.216876E+01   0.401763E+05  -0.479440E+01
  2396   0.514717E+02   0.122809E+01  -0.212441E+01   0.401444E+05  -0.484236E+01
  2397   0.512771E+02   0.122460E+01  -0.208046E+01   0.401125E+05  -0.488803E+01
  2398   0.510806E+02   0.122136E+01  -0.203694E+01   0.400807E+05  -0.493130E+01
  2399   0.508829E+02   0.121836E+01  -0.199387E+01   0.400488E+05  -0.497207E+01
  2400   0.506834E+02   0.121560E+01  -0.195125E+01   0.400170E+05  -0.501024E+01
  2401   0.504820E+02   0.121307E+01  -0.190912E+01   0.399853E+05  -0.504573E+01
  2402   0.502802E+02   0.121078E+01  -0.186748E+01   0.399536E+05  -0.507854E+01
  2403   0.500758E+02   0.120872E+01  -0.182636E+01   0.399219E+05  -0.510871E+01
  2404   0.498710E+02   0.120690E+01  -0.178576E+01   0.398903E+05  -0.513627E+01
  2405   0.496643E+02   0.120532E+01  -0.174569E+01   0.398587E+05  -0.516125E+01
  2406   0.494564E+02   0.120397E+01  -0.170618E+01   0.398271E+05  -0.518368E+01
  2407   0.492474E+02   0.120285E+01  -0.166722E+01   0.397955E+05  -0.520359E+01
  2408   0.490364E+02   0.120196E+01  -0.162883E+01   0.397640E+05  -0.522100E+01
  2409   0.488249E+02   0.120130E+01  -0.159102E+01   0.397326E+05  -0.523596E+01
  2410   0.486115E+02   0.120087E+01  -0.155381E+01   0.397011E+05  -0.524849E+01
  2411   0.483976E+02   0.120066E+01  -0.151720E+01   0.396697E+05  -0.525862E+01
  2412   0.481817E+02   0.120067E+01  -0.148121E+01   0.396384E+05  -0.526638E+01
  2413   0.479653E+02   0.120091E+01  -0.144583E+01   0.396070E+05  -0.527180E+01
  2414   0.477476E+02   0.120135E+01  -0.141110E+01   0.395757E+05  -0.527491E+01
  2415   0.475286E+02   0.120202E+01  -0.137701E+01   0.395445E+05  -0.527574E+01
  2416   0.473090E+02   0.120290E+01  -0.134357E+01   0.395133E+05  -0.527433E+01
  2417   0.470882E+02   0.120400E+01  -0.131080E+01   0.394821E+05  -0.527070E+01
  2418   0.468667E+02   0.120529E+01  -0.127871E+01   0.394509E+05  -0.526489E+01
  2419   0.466439E+02   0.120680E+01  -0.124729E+01   0.394198E+05  -0.525692E+01
  2420   0.464212E+02   0.120850E+01  -0.121658E+01   0.393887E+05  -0.524682E+01
  2421   0.461972E+02   0.121040E+01  -0.118655E+01   0.393576E+05  -0.523463E+01
  2422   0.459725E+02   0.121249E+01  -0.115724E+01   0.393266E+05  -0.522037E+01
  2423   0.457479E+02   0.121477E+01  -0.112863E+01   0.392956E+05  -0.520408E+01
  2424   0.455218E+02   0.121724E+01  -0.110074E+01   0.392647E+05  -0.518578E+01
  2425   0.452959E+02   0.121989E+01  -0.107358E+01   0.392338E+05  -0.516551E+01
  2426   0.450692E+02   0.122271E+01  -0.104714E+01   0.392029E+05  -0.514330E+01
  2427   0.448418E+02   0.122570E+01  -0.102143E+01   0.391720E+05  -0.511917E+01
  2428   0.446145E+02   0.122886E+01  -0.996461E+00   0.391412E+05  -0.509316E+01
  2429   0.443871E+02   0.123219E+01  -0.972232E+00   0.391104E+05  -0.506530E+01
  2430   0.441591E+02   0.123566E+01  -0.948738E+00   0.390797E+05  -0.503561E+01
  2431   0.439309E+02   0.123929E+01  -0.926000E+00   0.390490E+05  -0.500414E+01
  2432   0.437028E+02   0.124307E+01  -0.904008E+00   0.390183E+05  -0.497090E+01
  2433   0.434746E+02   0.124699E+01  -0.882771E+00   0.389876E+05  -0.493594E+01
  2434   0.432471E+02   0.125104E+01  -0.862286E+00   0.389570E+05  -0.489927E+01
  2435   0.430187E+02   0.125523E+01  -0.842553E+00   0.389264E+05  -0.486093E+01
  2436   0.427910E+02   0.125955E+01  -0.823577E+00   0.388959E+05  -0.482096E+01
  2437   0.425632E+02   0.126397E+01  -0.805358E+00   0.388654E+05  -0.477937E+01
  2438   0.423361E+02   0.126852E+01  -0.787887E+00   0.388349E+05  -0.473621E+01
  2439   0.421088E+02   0.127317E+01  -0.771171E+00   0.388044E+05  -0.469150E+01
  2440   0.418821E+02   0.127792E+01  -0.755209E+00   0.387740E+05  -0.464527E+01
  2441   0.416560E+02   0.128277E+01  -0.739999E+00   0.387437E+05  -0.459755E+01
  2442   0.414305E+02   0.128771E+01  -0.725533E+00   0.387133E+05  -0.454837E+01
  2443   0.412047E+02   0.129272E+01  -0.711810E+00   0.386830E+05  -0.449777E+01
  2444   0.409803E+02   0.129781E+01  -0.698828E+00   0.386527E+05  -0.444577E+01
  2445   0.407572E+02   0.130298E+01  -0.686588E+00   0.386225E+05  -0.439241E+01
  2446   0.405338E+02   0.130820E+01  -0.675072E+00   0.385922E+05  -0.433771E+01
  2447   0.403124E+02   0.131348E+01  -0.664294E+00   0.385621E+05  -0.428170E+01
  2448   0.400915E+02   0.131881E+01  -0.654232E+00   0.385319E+05  -0.422442E+01
  2449   0.398711E+02   0.132418E+01  -0.644892E+00   0.385018E+05  -0.416590E+01
  2450   0.396526E+02   0.132959E+01  -0.636257E+00   0.384717E+05  -0.410616E+01
  2451   0.394346E+02   0.133502E+01  -0.628328E+00   0.384417E+05  -0.404525E+01
  2452   0.392184E+02   0.134047E+01  -0.621097E+00   0.384116E+05  -0.398326E+01
  2453   0.390026E+02   0.134595E+01  -0.614580E+00   0.383817E+05  -0.392030E+01
  2454   0.387886E+02   0.135145E+01  -0.608778E+00   0.383517E+05  -0.385648E+01
  2455   0.385756E+02   0.135696E+01  -0.603677E+00   0.383218E+05  -0.379190E+01
  2456   0.383643E+02   0.136248E+01  -0.599285E+00   0.382919E+05  -0.372667E+01
  2457   0.381547E+02   0.136801E+01  -0.595597E+00   0.382620E+05  -0.366089E+01
  2458   0.379459E+02   0.137355E+01  -0.592619E+00   0.382322E+05  -0.359468E+01
  2459   0.377378E+02   0.137908E+01  -0.590346E+00   0.382024E+05  -0.352814E+01
  2460   0.375321E+02   0.138461E+01  -0.588772E+00   0.381727E+05  -0.346137E+01
  2461   0.373277E+02   0.139014E+01  -0.587897E+00   0.381429E+05  -0.339448E+01
  2462   0.371241E+02   0.139566E+01  -0.587722E+00   0.381132E+05  -0.332758E+01
  2463   0.369232E+02   0.140116E+01  -0.588234E+00   0.380836E+05  -0.326078E+01
  2464   0.367229E+02   0.140665E+01  -0.589433E+00   0.380539E+05  -0.319417E+01
  2465   0.365246E+02   0.141212E+01  -0.591312E+00   0.380243E+05  -0.312788E+01
  2466   0.363276E+02   0.141756E+01  -0.593866E+00   0.379948E+05  -0.306200E+01
  2467   0.361324E+02   0.142297E+01  -0.597089E+00   0.379652E+05  -0.299664E+01
  2468   0.359390E+02   0.142836E+01  -0.600972E+00   0.379357E+05  -0.293191E+01
  2469   0.357475E+02   0.143371E+01  -0.605511E+00   0.379063E+05  -0.286791E+01
  2470   0.355569E+02   0.143902E+01  -0.610698E+00   0.378768E+05  -0.280475E+01
  2471   0.353688E+02   0.144429E+01  -0.616520E+00   0.378474E+05  -0.274254E+01
  2472   0.351824E+02   0.144950E+01  -0.622970E+00   0.378180E+05  -0.268139E+01
  2473   0.349975E+02   0.145467E+01  -0.630041E+00   0.377887E+05  -0.262139E+01
  2474   0.348142E+02   0.145978E+01  -0.637721E+00   0.377594E+05  -0.256266E+01
  2475   0.346332E+02   0.146484E+01  -0.646009E+00   0.377301E+05  -0.250530E+01
  2476   0.344536E+02   0.146983E+01  -0.654885E+00   0.377008E+05  -0.244943E+01
  2477   0.342761E+02   0.147476E+01  -0.664334E+00   0.376716E+05  -0.239514E+01
  2478   0.341008E+02   0.147961E+01  -0.674350E+00   0.376424E+05  -0.234254E+01
  2479   0.339275E+02   0.148440E+01  -0.684913E+00   0.376133E+05  -0.229174E+01
  2480   0.337554E+02   0.148910E+01  -0.696022E+00   0.375842E+05  -0.224285E+01
  2481   0.335861E+02   0.149373E+01  -0.707641E+00   0.375551E+05  -0.219597E+01
  2482   0.334186E+02   0.149827E+01  -0.719779E+00   0.375260E+05  -0.215121E+01
  2483   0.332531E+02   0.150273E+01  -0.732415E+00   0.374970E+05  -0.210868E+01
  2484   0.330893E+02   0.150710E+01  -0.745528E+00   0.374680E+05  -0.206848E+01
  2485   0.329280E+02   0.151137E+01  -0.759110E+00   0.374390E+05  -0.203072E+01
  2486   0.327692E+02   0.151555E+01  -0.773140E+00   0.374101E+05  -0.199550E+01
  2487   0.326120E+02   0.151962E+01  -0.787606E+00   0.373811E+05  -0.196293E+01
  2488   0.324572E+02   0.152359E+01  -0.802499E+00   0.373523E+05  -0.193313E+01
  2489   0.323039E+02   0.152745E+01  -0.817792E+00   0.373234E+05  -0.190618E+01
  2490   0.321529E+02   0.153119E+01  -0.833470E+00   0.372946E+05  -0.188221E+01
  2491   0.320048E+02   0.153482E+01  -0.849520E+00   0.372658E+05  -0.186132E+01
  2492   0.318582E+02   0.153833E+01  -0.865920E+00   0.372371E+05  -0.184361E+01
  2493   0.317137E+02   0.154172E+01  -0.882657E+00   0.372083E+05  -0.182919E+01
  2494   0.315716E+02   0.154499E+01  -0.899701E+00   0.371796E+05  -0.181818E+01
  2495   0.314315E+02   0.154813E+01  -0.917039E+00   0.371510E+05  -0.181066E+01
  2496   0.312938E+02   0.155114E+01  -0.934657E+00   0.371223E+05  -0.180676E+01
  2497   0.311581E+02   0.155401E+01  -0.952526E+00   0.370937E+05  -0.180657E+01
  2498   0.310247E+02   0.155675E+01  -0.970632E+00   0.370652E+05  -0.181021E+01
  2499   0.308935E+02   0.155934E+01  -0.988954E+00   0.370366E+05  -0.181777E+01
  2500   0.307644E+02   0.156179E+01  -0.100747E+01   0.370081E+05  -0.182938E+01
  2501   0.306375E+02   0.156409E+01  -0.102616E+01   0.369796E+05  -0.184508E+01
  2502   0.305128E+02   0.156624E+01  -0.104502E+01   0.369512E+05  -0.186475E+01
  2503   0.303902E+02   0.156823E+01  -0.106405E+01   0.369227E+05  -0.188823E+01
  2504   0.302699E+02   0.157008E+01  -0.108324E+01   0.368943E+05  -0.191534E+01
  2505   0.301518E+02   0.157177E+01  -0.110256E+01   0.368660E+05  -0.194591E+01
  2506   0.300358E+02   0.157330E+01  -0.112204E+01   0.368377E+05  -0.197977E+01
  2507   0.299222E+02   0.157466E+01  -0.114164E+01   0.368093E+05  -0.201675E+01
  2508   0.298108E+02   0.157588E+01  -0.116138E+01   0.367811E+05  -0.205668E+01
  2509   0.297015E+02   0.157693E+01  -0.118123E+01   0.367528E+05  -0.209939E+01
  2510   0.295946E+02   0.157781E+01  -0.120119E+01   0.367246E+05  -0.214471E+01
  2511   0.294899E+02   0.157854E+01  -0.122126E+01   0.366964E+05  -0.219246E+01
  2512   0.293875E+02   0.157910E+01  -0.124141E+01   0.366683E+05  -0.224249E+01
  2513   0.292872E+02   0.157949E+01  -0.126165E+01   0.366401E+05  -0.229461E+01
  2514   0.291892E+02   0.157971E+01  -0.128197E+01   0.366121E+05  -0.234865E+01
  2515   0.290935E+02   0.157977E+01  -0.130234E+01   0.365840E+05  -0.240446E+01
  2516   0.290000E+02   0.157966E+01  -0.132278E+01   0.365560E+05  -0.246184E+01
  2517   0.289086E+02   0.157937E+01  -0.134326E+01   0.365279E+05  -0.252064E+01
  2518   0.288194E+02   0.157891E+01  -0.136378E+01   0.365000E+05  -0.258069E+01
  2519   0.287324E+02   0.157829E+01  -0.138433E+01   0.364720E+05  -0.264181E+01
  2520   0.286476E+02   0.157748E+01  -0.140489E+01   0.364441E+05  -0.270383E+01
  2521   0.285649E+02   0.157651E+01  -0.142546E+01   0.364162E+05  -0.276659E+01
  2522   0.284844E+02   0.157537E+01  -0.144602E+01   0.363884E+05  -0.282990E+01
  2523   0.284059E+02   0.157406E+01  -0.146657E+01   0.363605E+05  -0.289361E+01
  2524   0.283296E+02   0.157257E+01  -0.148708E+01   0.363327E+05  -0.295754E+01
  2525   0.282554E+02   0.157092E+01  -0.150755E+01   0.363050E+05  -0.302152E+01
  2526   0.281832E+02   0.156909E+01  -0.152797E+01   0.362772E+05  -0.308537E+01
  2527   0.281130E+02   0.156709E+01  -0.154833E+01   0.362495E+05  -0.314894E+01
  2528   0.280449E+02   0.156493E+01  -0.156862E+01   0.362218E+05  -0.321205E+01
  2529   0.279788E+02   0.156260E+01  -0.158881E+01   0.361942E+05  -0.327452E+01
  2530   0.279146E+02   0.156010E+01  -0.160891E+01   0.361666E+05  -0.333619E+01
  2531   0.278524E+02   0.155744E+01  -0.162889E+01   0.361390E+05  -0.339689E+01
  2532   0.277920E+02   0.155461E+01  -0.164875E+01   0.361114E+05  -0.345644E+01
  2533   0.277335E+02   0.155162E+01  -0.166848E+01   0.360839E+05  -0.351468E+01
  2534   0.276770E+02   0.154846E+01  -0.168805E+01   0.360564E+05  -0.357143E+01
  2535   0.276221E+02   0.154514E+01  -0.170747E+01   0.360289E+05  -0.362653E+01
  2536   0.275690E+02   0.154166E+01  -0.172671E+01   0.360014E+05  -0.367981E+01
  2537   0.275177E+02   0.153802E+01  -0.174577E+01   0.359740E+05  -0.373108E+01
  2538   0.274680E+02   0.153422E+01  -0.176464E+01   0.359466E+05  -0.378019E+01
  2539   0.274199E+02   0.153026E+01  -0.178330E+01   0.359193E+05  -0.382696E+01
  2540   0.273735E+02   0.152615E+01  -0.180173E+01   0.358919E+05  -0.387123E+01
  2541   0.273287E+02   0.152189E+01  -0.181993E+01   0.358646E+05  -0.391281E+01
  2542   0.272853E+02   0.151748E+01  -0.183789E+01   0.358374E+05  -0.395155E+01
